MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO
4,Castilla-La Mancha,Albacete,Albacete-02003
58,Castilla-La Mancha,Albacete,Alcalá del Júcar-02007
59,Castilla-La Mancha,Albacete,Alcaraz-02008
60,Castilla-La Mancha,Albacete,Almansa-02009
61,Castilla-La Mancha,Albacete,Alpera-02010
63,Castilla-La Mancha,Albacete,Balazote-02012
66,Castilla-La Mancha,Albacete,Barrax-02015
69,Castilla-La Mancha,Albacete,Bonete-02018
70,Castilla-La Mancha,Albacete,"Bonillo, El-02019"
72,Castilla-La Mancha,Albacete,Casas de Juan Núñez-02021
75,Castilla-La Mancha,Albacete,Casas-Ibáñez-02024
76,Castilla-La Mancha,Albacete,Caudete-02025
77,Castilla-La Mancha,Albacete,Cenizate-02026
80,Castilla-La Mancha,Albacete,Chinchilla de Monte-Aragón-02029
81,Castilla-La Mancha,Albacete,Elche de la Sierra-02030
84,Castilla-La Mancha,Albacete,Fuente-Alamo-02033
85,Castilla-La Mancha,Albacete,Fuentealbilla-02034
86,Castilla-La Mancha,Albacete,"Gineta, La-02035"
88,Castilla-La Mancha,Albacete,Hellín-02037
90,Castilla-La Mancha,Albacete,Higueruela-02039
93,Castilla-La Mancha,Albacete,Letur-02042
94,Castilla-La Mancha,Albacete,Lezuza-02043
95,Castilla-La Mancha,Albacete,Liétor-02044
96,Castilla-La Mancha,Albacete,Madrigueras-02045
97,Castilla-La Mancha,Albacete,Mahora-02046
99,Castilla-La Mancha,Albacete,Minaya-02048
102,Castilla-La Mancha,Albacete,Montealegre del Castillo-02051
104,Castilla-La Mancha,Albacete,Munera-02053
106,Castilla-La Mancha,Albacete,Nerpio-02055
107,Castilla-La Mancha,Albacete,Ontur-02056
108,Castilla-La Mancha,Albacete,Ossa de Montiel-02057
111,Castilla-La Mancha,Albacete,Peñas de San Pedro-02060
114,Castilla-La Mancha,Albacete,Pozohondo-02063
118,Castilla-La Mancha,Albacete,Riópar-02067
120,Castilla-La Mancha,Albacete,"Roda, La-02069"
122,Castilla-La Mancha,Albacete,San Pedro-02071
123,Castilla-La Mancha,Albacete,Socovos-02072
124,Castilla-La Mancha,Albacete,Tarazona de la Mancha-02073
125,Castilla-La Mancha,Albacete,Tobarra-02074
126,Castilla-La Mancha,Albacete,Valdeganga-02075
129,Castilla-La Mancha,Albacete,Villalgordo del Júcar-02078
130,Castilla-La Mancha,Albacete,Villamalea-02079
132,Castilla-La Mancha,Albacete,Villarrobledo-02081
137,Castilla-La Mancha,Albacete,Yeste-02086
138,Castilla-La Mancha,Albacete,Pozo Cañada-02901
140,Comunitat Valenciana,Alicante/Alacant,Agost-03002
143,Comunitat Valenciana,Alicante/Alacant,Albatera-03005
144,Comunitat Valenciana,Alicante/Alacant,Alcalalí-03006
147,Comunitat Valenciana,Alicante/Alacant,Alcoy/Alcoi-03009
149,Comunitat Valenciana,Alicante/Alacant,"Alfàs del Pi, l-03011"
150,Comunitat Valenciana,Alicante/Alacant,Algorfa-03012
151,Comunitat Valenciana,Alicante/Alacant,Algueña-03013
152,Comunitat Valenciana,Alicante/Alacant,Alicante/Alacant-03014
153,Comunitat Valenciana,Alicante/Alacant,Almoradí-03015
156,Comunitat Valenciana,Alicante/Alacant,Altea-03018
157,Comunitat Valenciana,Alicante/Alacant,Aspe-03019
159,Comunitat Valenciana,Alicante/Alacant,Banyeres de Mariola-03021
161,Comunitat Valenciana,Alicante/Alacant,Beneixama-03023
162,Comunitat Valenciana,Alicante/Alacant,Benejúzar-03024
163,Comunitat Valenciana,Alicante/Alacant,Benferri-03025
164,Comunitat Valenciana,Alicante/Alacant,Beniarbeig-03026
166,Comunitat Valenciana,Alicante/Alacant,Beniarrés-03028
168,Comunitat Valenciana,Alicante/Alacant,Benidoleig-03030
169,Comunitat Valenciana,Alicante/Alacant,Benidorm-03031
172,Comunitat Valenciana,Alicante/Alacant,Benijófar-03034
179,Comunitat Valenciana,Alicante/Alacant,Benissa-03041
180,Comunitat Valenciana,Alicante/Alacant,"Benitachell/Poble Nou de Benitatxell,
el-03042"
181,Comunitat Valenciana,Alicante/Alacant,Biar-03043
182,Comunitat Valenciana,Alicante/Alacant,Bigastro-03044
184,Comunitat Valenciana,Alicante/Alacant,Busot-03046
185,Comunitat Valenciana,Alicante/Alacant,Calp-03047
186,Comunitat Valenciana,Alicante/Alacant,Callosa en Sarrià-03048
187,Comunitat Valenciana,Alicante/Alacant,Callosa de Segura-03049
188,Comunitat Valenciana,Alicante/Alacant,"Campello, el-03050"
190,Comunitat Valenciana,Alicante/Alacant,Cañada-03052
191,Comunitat Valenciana,Alicante/Alacant,Castalla-03053
193,Comunitat Valenciana,Alicante/Alacant,Catral-03055
194,Comunitat Valenciana,Alicante/Alacant,Cocentaina-03056
196,Comunitat Valenciana,Alicante/Alacant,Cox-03058
197,Comunitat Valenciana,Alicante/Alacant,Crevillent-03059
199,Comunitat Valenciana,Alicante/Alacant,Daya Nueva-03061
201,Comunitat Valenciana,Alicante/Alacant,Dénia-03063
202,Comunitat Valenciana,Alicante/Alacant,Dolores-03064
203,Comunitat Valenciana,Alicante/Alacant,Elche/Elx-03065
204,Comunitat Valenciana,Alicante/Alacant,Elda-03066
207,Comunitat Valenciana,Alicante/Alacant,Finestrat-03069
208,Comunitat Valenciana,Alicante/Alacant,Formentera del Segura-03070
209,Comunitat Valenciana,Alicante/Alacant,Gata de Gorgos-03071
212,Comunitat Valenciana,Alicante/Alacant,Granja de Rocamora-03074
214,Comunitat Valenciana,Alicante/Alacant,Guardamar del Segura-03076
215,Comunitat Valenciana,Alicante/Alacant,"Fondó de les Neus, el/Hondón de las
Nieves-03077"
216,Comunitat Valenciana,Alicante/Alacant,Hondón de los Frailes-03078
217,Comunitat Valenciana,Alicante/Alacant,Ibi-03079
218,Comunitat Valenciana,Alicante/Alacant,Jacarilla-03080
219,Comunitat Valenciana,Alicante/Alacant,Xaló-03081
220,Comunitat Valenciana,Alicante/Alacant,Jávea/Xàbia-03082
221,Comunitat Valenciana,Alicante/Alacant,Jijona/Xixona-03083
223,Comunitat Valenciana,Alicante/Alacant,Llíber-03085
225,Comunitat Valenciana,Alicante/Alacant,Monforte del Cid-03088
226,Comunitat Valenciana,Alicante/Alacant,Monóvar/Monòver-03089
227,Comunitat Valenciana,Alicante/Alacant,Mutxamel-03090
229,Comunitat Valenciana,Alicante/Alacant,Muro de Alcoy-03092
230,Comunitat Valenciana,Alicante/Alacant,Novelda-03093
231,Comunitat Valenciana,Alicante/Alacant,"Nucia, la-03094"
232,Comunitat Valenciana,Alicante/Alacant,Ondara-03095
233,Comunitat Valenciana,Alicante/Alacant,Onil-03096
234,Comunitat Valenciana,Alicante/Alacant,Orba-03097
236,Comunitat Valenciana,Alicante/Alacant,Orihuela-03099
237,Comunitat Valenciana,Alicante/Alacant,Parcent-03100
238,Comunitat Valenciana,Alicante/Alacant,Pedreguer-03101
239,Comunitat Valenciana,Alicante/Alacant,Pego-03102
241,Comunitat Valenciana,Alicante/Alacant,Petrer-03104
242,Comunitat Valenciana,Alicante/Alacant,"Pinós, el/Pinoso-03105"
244,Comunitat Valenciana,Alicante/Alacant,Polop-03107
245,Comunitat Valenciana,Alicante/Alacant,Rafal-03109
247,Comunitat Valenciana,Alicante/Alacant,Redován-03111
248,Comunitat Valenciana,Alicante/Alacant,Relleu-03112
249,Comunitat Valenciana,Alicante/Alacant,Rojales-03113
250,Comunitat Valenciana,Alicante/Alacant,"Romana, la-03114"
252,Comunitat Valenciana,Alicante/Alacant,Salinas-03116
254,Comunitat Valenciana,Alicante/Alacant,San Fulgencio-03118
255,Comunitat Valenciana,Alicante/Alacant,Sant Joan Alacant-03119
256,Comunitat Valenciana,Alicante/Alacant,San Miguel de Salinas-03120
257,Comunitat Valenciana,Alicante/Alacant,Santa Pola-03121
258,Comunitat Valenciana,Alicante/Alacant,"San Vicente del Raspeig/Sant Vicent
del Raspeig-03122"
259,Comunitat Valenciana,Alicante/Alacant,Sax-03123
263,Comunitat Valenciana,Alicante/Alacant,Teulada-03128
264,Comunitat Valenciana,Alicante/Alacant,Tibi-03129
268,Comunitat Valenciana,Alicante/Alacant,Torrevieja-03133
273,Comunitat Valenciana,Alicante/Alacant,"Verger, el-03138"
274,Comunitat Valenciana,Alicante/Alacant,"Villajoyosa/Vila Joiosa, la-03139"
275,Comunitat Valenciana,Alicante/Alacant,Villena-03140
276,Comunitat Valenciana,Alicante/Alacant,"Poblets, els-03901"
277,Comunitat Valenciana,Alicante/Alacant,Pilar de la Horadada-03902
278,Comunitat Valenciana,Alicante/Alacant,"Montesinos, Los-03903"
279,Comunitat Valenciana,Alicante/Alacant,San Isidro-03904
280,Andalucía,Almería,Abla-04001
281,Andalucía,Almería,Abrucena-04002
282,Andalucía,Almería,Adra-04003
285,Andalucía,Almería,Albox-04006
290,Andalucía,Almería,Alhama de Almería-04011
292,Andalucía,Almería,Almería-04013
295,Andalucía,Almería,Antas-04016
296,Andalucía,Almería,Arboleas-04017
303,Andalucía,Almería,Benahadux-04024
307,Andalucía,Almería,Berja-04029
308,Andalucía,Almería,Canjáyar-04030
309,Andalucía,Almería,Cantoria-04031
310,Andalucía,Almería,Carboneras-04032
313,Andalucía,Almería,Cuevas del Almanzora-04035
315,Andalucía,Almería,Chirivel-04037
316,Andalucía,Almería,Dalías-04038
319,Andalucía,Almería,Fines-04044
320,Andalucía,Almería,Fiñana-04045
322,Andalucía,Almería,Gádor-04047
323,Andalucía,Almería,"Gallardos, Los-04048"
324,Andalucía,Almería,Garrucha-04049
325,Andalucía,Almería,Gérgal-04050
327,Andalucía,Almería,Huércal de Almería-04052
328,Andalucía,Almería,Huércal-Overa-04053
332,Andalucía,Almería,Láujar de Andarax-04057
334,Andalucía,Almería,Lubrín-04059
337,Andalucía,Almería,Macael-04062
338,Andalucía,Almería,María-04063
339,Andalucía,Almería,Mojácar-04064
341,Andalucía,Almería,Níjar-04066
344,Andalucía,Almería,Olula del Río-04069
345,Andalucía,Almería,Oria-04070
349,Andalucía,Almería,Pechina-04074
350,Andalucía,Almería,Pulpí-04075
351,Andalucía,Almería,Purchena-04076
353,Andalucía,Almería,Rioja-04078
354,Andalucía,Almería,Roquetas de Mar-04079
358,Andalucía,Almería,Serón-04083
361,Andalucía,Almería,Sorbas-04086
363,Andalucía,Almería,Tabernas-04088
364,Andalucía,Almería,Taberno-04089
367,Andalucía,Almería,Tíjola-04092
368,Andalucía,Almería,Turre-04093
373,Andalucía,Almería,Vélez-Blanco-04098
374,Andalucía,Almería,Vélez-Rubio-04099
375,Andalucía,Almería,Vera-04100
376,Andalucía,Almería,Viator-04101
377,Andalucía,Almería,Vícar-04102
378,Andalucía,Almería,Zurgena-04103
380,Andalucía,Almería,"Ejido, El-04902"
381,Andalucía,Almería,"Mojonera, La-04903"
383,Castilla y León,Avila,"Adrada, La-05002"
389,Castilla y León,Avila,"Arenal,El-05013"
390,Castilla y León,Avila,Arenas de San Pedro-05014
392,Castilla y León,Avila,Arévalo-05016
395,Castilla y León,Avila,Avila-05019
396,Castilla y León,Avila,"Barco de Avila, El-05021"
397,Castilla y León,Avila,"Barraco, El-05022"
413,Castilla y León,Avila,Burgohondo-05041
419,Castilla y León,Avila,Candeleda-05047
425,Castilla y León,Avila,Casavieja-05054
428,Castilla y León,Avila,Cebreros-05057
469,Castilla y León,Avila,"Hoyo de Pinares, El-05102"
480,Castilla y León,Avila,Madrigal de las Altas Torres-05114
498,Castilla y León,Avila,Mombeltrán-05132
526,Castilla y León,Avila,Navaluenga-05163
531,Castilla y León,Avila,"Navas del Marqués, Las-05168"
549,Castilla y León,Avila,Piedrahíta-05186
550,Castilla y León,Avila,Piedralaves-05187
600,Castilla y León,Avila,Sotillo de la Adrada-05240
601,Castilla y León,Avila,"Tiemblo, El-05241"
631,Extremadura,Badajoz,Aceuchal-06002
633,Extremadura,Badajoz,Alange-06004
634,Extremadura,Badajoz,"Albuera, La-06005"
635,Extremadura,Badajoz,Alburquerque-06006
636,Extremadura,Badajoz,Alconchel-06007
639,Extremadura,Badajoz,Almendral-06010
640,Extremadura,Badajoz,Almendralejo-06011
641,Extremadura,Badajoz,Arroyo de San Serván-06012
643,Extremadura,Badajoz,Azuaga-06014
644,Extremadura,Badajoz,Badajoz-06015
645,Extremadura,Badajoz,Barcarrota-06016
648,Extremadura,Badajoz,Berlanga-06019
649,Extremadura,Badajoz,Bienvenida-06020
650,Extremadura,Badajoz,Bodonal de la Sierra-06021
651,Extremadura,Badajoz,Burguillos del Cerro-06022
652,Extremadura,Badajoz,Cabeza del Buey-06023
653,Extremadura,Badajoz,Cabeza la Vaca-06024
654,Extremadura,Badajoz,Calamonte-06025
655,Extremadura,Badajoz,Calera de León-06026
657,Extremadura,Badajoz,Campanario-06028
658,Extremadura,Badajoz,Campillo de Llerena-06029
662,Extremadura,Badajoz,Casas de Don Pedro-06033
664,Extremadura,Badajoz,Castilblanco-06035
665,Extremadura,Badajoz,Castuera-06036
666,Extremadura,Badajoz,"Codosera, La-06037"
