Municipios	Sexo	Periodo	Total
01056 Harana/Valle de Arana	Hombres	2018	129
01056 Harana/Valle de Arana	Hombres	2017	132
01056 Harana/Valle de Arana	Hombres	2016	137
01056 Harana/Valle de Arana	Hombres	2015	140
01056 Harana/Valle de Arana	Hombres	2014	152
01056 Harana/Valle de Arana	Hombres	2013	152
01056 Harana/Valle de Arana	Hombres	2012	161
01056 Harana/Valle de Arana	Hombres	2011	170
01056 Harana/Valle de Arana	Hombres	2010	173
01056 Harana/Valle de Arana	Hombres	2009	177
01056 Harana/Valle de Arana	Hombres	2008	181
01056 Harana/Valle de Arana	Hombres	2007	182
01056 Harana/Valle de Arana	Hombres	2006	189
01056 Harana/Valle de Arana	Hombres	2005	196
01056 Harana/Valle de Arana	Hombres	2004	190
01056 Harana/Valle de Arana	Hombres	2003	192
01056 Harana/Valle de Arana	Hombres	2002	189
01056 Harana/Valle de Arana	Hombres	2001	189
01056 Harana/Valle de Arana	Hombres	2000	192
01056 Harana/Valle de Arana	Hombres	1999	196
01056 Harana/Valle de Arana	Hombres	1998	198
01056 Harana/Valle de Arana	Hombres	1997	""
01056 Harana/Valle de Arana	Hombres	1996	201
01056 Harana/Valle de Arana	Mujeres	2024	97
01056 Harana/Valle de Arana	Mujeres	2023	99
01056 Harana/Valle de Arana	Mujeres	2022	100
01056 Harana/Valle de Arana	Mujeres	2021	101
01056 Harana/Valle de Arana	Mujeres	2020	97
01056 Harana/Valle de Arana	Mujeres	2019	97
01056 Harana/Valle de Arana	Mujeres	2018	100
01056 Harana/Valle de Arana	Mujeres	2017	100
01056 Harana/Valle de Arana	Mujeres	2016	100
01056 Harana/Valle de Arana	Mujeres	2015	102
01056 Harana/Valle de Arana	Mujeres	2014	107
01056 Harana/Valle de Arana	Mujeres	2013	108
01056 Harana/Valle de Arana	Mujeres	2012	117
01056 Harana/Valle de Arana	Mujeres	2011	117
01056 Harana/Valle de Arana	Mujeres	2010	123
01056 Harana/Valle de Arana	Mujeres	2009	128
01056 Harana/Valle de Arana	Mujeres	2008	130
01056 Harana/Valle de Arana	Mujeres	2007	131
01056 Harana/Valle de Arana	Mujeres	2006	140
01056 Harana/Valle de Arana	Mujeres	2005	142
01056 Harana/Valle de Arana	Mujeres	2004	139
01056 Harana/Valle de Arana	Mujeres	2003	144
01056 Harana/Valle de Arana	Mujeres	2002	148
01056 Harana/Valle de Arana	Mujeres	2001	154
01056 Harana/Valle de Arana	Mujeres	2000	156
01056 Harana/Valle de Arana	Mujeres	1999	157
01056 Harana/Valle de Arana	Mujeres	1998	160
01056 Harana/Valle de Arana	Mujeres	1997	""
01056 Harana/Valle de Arana	Mujeres	1996	165
01027 Iruraiz-Gauna	Total	2024	553
01027 Iruraiz-Gauna	Total	2023	541
01027 Iruraiz-Gauna	Total	2022	537
01027 Iruraiz-Gauna	Total	2021	529
01027 Iruraiz-Gauna	Total	2020	532
01027 Iruraiz-Gauna	Total	2019	517
01027 Iruraiz-Gauna	Total	2018	517
01027 Iruraiz-Gauna	Total	2017	530
01027 Iruraiz-Gauna	Total	2016	514
01027 Iruraiz-Gauna	Total	2015	509
01027 Iruraiz-Gauna	Total	2014	511
01027 Iruraiz-Gauna	Total	2013	517
01027 Iruraiz-Gauna	Total	2012	541
01027 Iruraiz-Gauna	Total	2011	534
01027 Iruraiz-Gauna	Total	2010	511
01027 Iruraiz-Gauna	Total	2009	493
01027 Iruraiz-Gauna	Total	2008	486
01027 Iruraiz-Gauna	Total	2007	483
01027 Iruraiz-Gauna	Total	2006	474
01027 Iruraiz-Gauna	Total	2005	478
01027 Iruraiz-Gauna	Total	2004	465
01027 Iruraiz-Gauna	Total	2003	458
01027 Iruraiz-Gauna	Total	2002	457
01027 Iruraiz-Gauna	Total	2001	447
01027 Iruraiz-Gauna	Total	2000	431
01027 Iruraiz-Gauna	Total	1999	416
01027 Iruraiz-Gauna	Total	1998	417
01027 Iruraiz-Gauna	Total	1997	""
01027 Iruraiz-Gauna	Total	1996	408
01027 Iruraiz-Gauna	Hombres	2024	298
01027 Iruraiz-Gauna	Hombres	2023	295
01027 Iruraiz-Gauna	Hombres	2022	296
01027 Iruraiz-Gauna	Hombres	2021	290
01027 Iruraiz-Gauna	Hombres	2020	290
01027 Iruraiz-Gauna	Hombres	2019	281
01027 Iruraiz-Gauna	Hombres	2018	281
01027 Iruraiz-Gauna	Hombres	2017	289
01027 Iruraiz-Gauna	Hombres	2016	280
01027 Iruraiz-Gauna	Hombres	2015	281
01027 Iruraiz-Gauna	Hombres	2014	283
01027 Iruraiz-Gauna	Hombres	2013	284
01027 Iruraiz-Gauna	Hombres	2012	299
01027 Iruraiz-Gauna	Hombres	2011	291
01027 Iruraiz-Gauna	Hombres	2010	282
01027 Iruraiz-Gauna	Hombres	2009	269
01027 Iruraiz-Gauna	Hombres	2008	261
01027 Iruraiz-Gauna	Hombres	2007	255
01027 Iruraiz-Gauna	Hombres	2006	253
01027 Iruraiz-Gauna	Hombres	2005	254
01027 Iruraiz-Gauna	Hombres	2004	248
01027 Iruraiz-Gauna	Hombres	2003	241
01027 Iruraiz-Gauna	Hombres	2002	246
01027 Iruraiz-Gauna	Hombres	2001	243
01027 Iruraiz-Gauna	Hombres	2000	234
01027 Iruraiz-Gauna	Hombres	1999	229
01027 Iruraiz-Gauna	Hombres	1998	231
01027 Iruraiz-Gauna	Hombres	1997	""
01027 Iruraiz-Gauna	Hombres	1996	224
01027 Iruraiz-Gauna	Mujeres	2024	255
01027 Iruraiz-Gauna	Mujeres	2023	246
01027 Iruraiz-Gauna	Mujeres	2022	241
01027 Iruraiz-Gauna	Mujeres	2021	239
01027 Iruraiz-Gauna	Mujeres	2020	242
01027 Iruraiz-Gauna	Mujeres	2019	236
01027 Iruraiz-Gauna	Mujeres	2018	236
01027 Iruraiz-Gauna	Mujeres	2017	241
01027 Iruraiz-Gauna	Mujeres	2016	234
01027 Iruraiz-Gauna	Mujeres	2015	228
01027 Iruraiz-Gauna	Mujeres	2014	228
01027 Iruraiz-Gauna	Mujeres	2013	233
01027 Iruraiz-Gauna	Mujeres	2012	242
01027 Iruraiz-Gauna	Mujeres	2011	243
01027 Iruraiz-Gauna	Mujeres	2010	229
01027 Iruraiz-Gauna	Mujeres	2009	224
01027 Iruraiz-Gauna	Mujeres	2008	225
01027 Iruraiz-Gauna	Mujeres	2007	228
01027 Iruraiz-Gauna	Mujeres	2006	221
01027 Iruraiz-Gauna	Mujeres	2005	224
01027 Iruraiz-Gauna	Mujeres	2004	217
01027 Iruraiz-Gauna	Mujeres	2003	217
01027 Iruraiz-Gauna	Mujeres	2002	211
01027 Iruraiz-Gauna	Mujeres	2001	204
01027 Iruraiz-Gauna	Mujeres	2000	197
01027 Iruraiz-Gauna	Mujeres	1999	187
01027 Iruraiz-Gauna	Mujeres	1998	186
01027 Iruraiz-Gauna	Mujeres	1997	""
01027 Iruraiz-Gauna	Mujeres	1996	184
01901 Iruña Oka/Iruña de Oca	Total	2024	3.625
01901 Iruña Oka/Iruña de Oca	Total	2023	3.597
01901 Iruña Oka/Iruña de Oca	Total	2022	3.551
01901 Iruña Oka/Iruña de Oca	Total	2021	3.468
01901 Iruña Oka/Iruña de Oca	Total	2020	3.488
01901 Iruña Oka/Iruña de Oca	Total	2019	3.411
01901 Iruña Oka/Iruña de Oca	Total	2018	3.333
01901 Iruña Oka/Iruña de Oca	Total	2017	3.264
01901 Iruña Oka/Iruña de Oca	Total	2016	3.270
01901 Iruña Oka/Iruña de Oca	Total	2015	3.172
01901 Iruña Oka/Iruña de Oca	Total	2014	3.108
01901 Iruña Oka/Iruña de Oca	Total	2013	3.100
01901 Iruña Oka/Iruña de Oca	Total	2012	3.072
01901 Iruña Oka/Iruña de Oca	Total	2011	2.966
01901 Iruña Oka/Iruña de Oca	Total	2010	2.973
01901 Iruña Oka/Iruña de Oca	Total	2009	2.887
01901 Iruña Oka/Iruña de Oca	Total	2008	2.783
01901 Iruña Oka/Iruña de Oca	Total	2007	2.587
01901 Iruña Oka/Iruña de Oca	Total	2006	2.437
01901 Iruña Oka/Iruña de Oca	Total	2005	2.252
01901 Iruña Oka/Iruña de Oca	Total	2004	2.093
01901 Iruña Oka/Iruña de Oca	Total	2003	2.006
01901 Iruña Oka/Iruña de Oca	Total	2002	1.986
01901 Iruña Oka/Iruña de Oca	Total	2001	1.895
01901 Iruña Oka/Iruña de Oca	Total	2000	1.823
01901 Iruña Oka/Iruña de Oca	Total	1999	1.674
01901 Iruña Oka/Iruña de Oca	Total	1998	1.683
01901 Iruña Oka/Iruña de Oca	Total	1997	""
01901 Iruña Oka/Iruña de Oca	Total	1996	1.616
01901 Iruña Oka/Iruña de Oca	Hombres	2024	1.923
01901 Iruña Oka/Iruña de Oca	Hombres	2023	1.918
01901 Iruña Oka/Iruña de Oca	Hombres	2022	1.886
01901 Iruña Oka/Iruña de Oca	Hombres	2021	1.825
01901 Iruña Oka/Iruña de Oca	Hombres	2020	1.821
01901 Iruña Oka/Iruña de Oca	Hombres	2019	1.769
01901 Iruña Oka/Iruña de Oca	Hombres	2018	1.721
01901 Iruña Oka/Iruña de Oca	Hombres	2017	1.683
01901 Iruña Oka/Iruña de Oca	Hombres	2016	1.686
01901 Iruña Oka/Iruña de Oca	Hombres	2015	1.648
01901 Iruña Oka/Iruña de Oca	Hombres	2014	1.601
01901 Iruña Oka/Iruña de Oca	Hombres	2013	1.597
01901 Iruña Oka/Iruña de Oca	Hombres	2012	1.581
01901 Iruña Oka/Iruña de Oca	Hombres	2011	1.529
01901 Iruña Oka/Iruña de Oca	Hombres	2010	1.529
01901 Iruña Oka/Iruña de Oca	Hombres	2009	1.507
01901 Iruña Oka/Iruña de Oca	Hombres	2008	1.467
01901 Iruña Oka/Iruña de Oca	Hombres	2007	1.364
01901 Iruña Oka/Iruña de Oca	Hombres	2006	1.283
01901 Iruña Oka/Iruña de Oca	Hombres	2005	1.181
01901 Iruña Oka/Iruña de Oca	Hombres	2004	1.108
01901 Iruña Oka/Iruña de Oca	Hombres	2003	1.081
01901 Iruña Oka/Iruña de Oca	Hombres	2002	1.070
01901 Iruña Oka/Iruña de Oca	Hombres	2001	1.012
01901 Iruña Oka/Iruña de Oca	Hombres	2000	958
01901 Iruña Oka/Iruña de Oca	Hombres	1999	882
01901 Iruña Oka/Iruña de Oca	Hombres	1998	886
01901 Iruña Oka/Iruña de Oca	Hombres	1997	""
01901 Iruña Oka/Iruña de Oca	Hombres	1996	853
01901 Iruña Oka/Iruña de Oca	Mujeres	2024	1.702
01901 Iruña Oka/Iruña de Oca	Mujeres	2023	1.679
01901 Iruña Oka/Iruña de Oca	Mujeres	2022	1.665
01901 Iruña Oka/Iruña de Oca	Mujeres	2021	1.643
01901 Iruña Oka/Iruña de Oca	Mujeres	2020	1.667
01901 Iruña Oka/Iruña de Oca	Mujeres	2019	1.642
01901 Iruña Oka/Iruña de Oca	Mujeres	2018	1.612
01901 Iruña Oka/Iruña de Oca	Mujeres	2017	1.581
01901 Iruña Oka/Iruña de Oca	Mujeres	2016	1.584
01901 Iruña Oka/Iruña de Oca	Mujeres	2015	1.524
01901 Iruña Oka/Iruña de Oca	Mujeres	2014	1.507
01901 Iruña Oka/Iruña de Oca	Mujeres	2013	1.503
01901 Iruña Oka/Iruña de Oca	Mujeres	2012	1.491
01901 Iruña Oka/Iruña de Oca	Mujeres	2011	1.437
01901 Iruña Oka/Iruña de Oca	Mujeres	2010	1.444
01901 Iruña Oka/Iruña de Oca	Mujeres	2009	1.380
01901 Iruña Oka/Iruña de Oca	Mujeres	2008	1.316
01901 Iruña Oka/Iruña de Oca	Mujeres	2007	1.223
01901 Iruña Oka/Iruña de Oca	Mujeres	2006	1.154
01901 Iruña Oka/Iruña de Oca	Mujeres	2005	1.071
01901 Iruña Oka/Iruña de Oca	Mujeres	2004	985
01901 Iruña Oka/Iruña de Oca	Mujeres	2003	925
01901 Iruña Oka/Iruña de Oca	Mujeres	2002	916
01901 Iruña Oka/Iruña de Oca	Mujeres	2001	883
01901 Iruña Oka/Iruña de Oca	Mujeres	2000	865
01901 Iruña Oka/Iruña de Oca	Mujeres	1999	792
01901 Iruña Oka/Iruña de Oca	Mujeres	1998	797
01901 Iruña Oka/Iruña de Oca	Mujeres	1997	""
01901 Iruña Oka/Iruña de Oca	Mujeres	1996	763
01019 Kripan	Total	2024	178
01019 Kripan	Total	2023	174
01019 Kripan	Total	2022	176
01019 Kripan	Total	2021	175
01019 Kripan	Total	2020	178
01019 Kripan	Total	2019	180
01019 Kripan	Total	2018	181
01019 Kripan	Total	2017	184
01019 Kripan	Total	2016	186
01019 Kripan	Total	2015	182
01019 Kripan	Total	2014	188
01019 Kripan	Total	2013	198
01019 Kripan	Total	2012	194
01019 Kripan	Total	2011	197
01019 Kripan	Total	2010	195
01019 Kripan	Total	2009	194
01019 Kripan	Total	2008	184
01019 Kripan	Total	2007	184
01019 Kripan	Total	2006	188
01019 Kripan	Total	2005	193
01019 Kripan	Total	2004	190
01019 Kripan	Total	2003	191
01019 Kripan	Total	2002	186
01019 Kripan	Total	2001	185
01019 Kripan	Total	2000	188
01019 Kripan	Total	1999	190
01019 Kripan	Total	1998	187
01019 Kripan	Total	1997	""
01019 Kripan	Total	1996	200
01019 Kripan	Hombres	2024	90
01019 Kripan	Hombres	2023	92
01019 Kripan	Hombres	2022	92
01019 Kripan	Hombres	2021	91
01019 Kripan	Hombres	2020	92
01019 Kripan	Hombres	2019	94
01019 Kripan	Hombres	2018	96
01019 Kripan	Hombres	2017	98
01019 Kripan	Hombres	2016	100
01019 Kripan	Hombres	2015	98
01019 Kripan	Hombres	2014	102
01019 Kripan	Hombres	2013	106
01019 Kripan	Hombres	2012	106
01019 Kripan	Hombres	2011	106
01019 Kripan	Hombres	2010	105
01019 Kripan	Hombres	2009	103
01019 Kripan	Hombres	2008	101
01019 Kripan	Hombres	2007	99
01019 Kripan	Hombres	2006	103
01019 Kripan	Hombres	2005	108
01019 Kripan	Hombres	2004	104
01019 Kripan	Hombres	2003	102
01019 Kripan	Hombres	2002	99
01019 Kripan	Hombres	2001	97
01019 Kripan	Hombres	2000	99
01019 Kripan	Hombres	1999	99
01019 Kripan	Hombres	1998	96
01019 Kripan	Hombres	1997	""
01019 Kripan	Hombres	1996	104
01019 Kripan	Mujeres	2024	88
01019 Kripan	Mujeres	2023	82
01019 Kripan	Mujeres	2022	84
01019 Kripan	Mujeres	2021	84
01019 Kripan	Mujeres	2020	86
01019 Kripan	Mujeres	2019	86
01019 Kripan	Mujeres	2018	85
01019 Kripan	Mujeres	2017	86
01019 Kripan	Mujeres	2016	86
01019 Kripan	Mujeres	2015	84
01019 Kripan	Mujeres	2014	86
01019 Kripan	Mujeres	2013	92
01019 Kripan	Mujeres	2012	88
01019 Kripan	Mujeres	2011	91
01019 Kripan	Mujeres	2010	90
01019 Kripan	Mujeres	2009	91
01019 Kripan	Mujeres	2008	83
01019 Kripan	Mujeres	2007	85
01019 Kripan	Mujeres	2006	85
01019 Kripan	Mujeres	2005	85
01019 Kripan	Mujeres	2004	86
01019 Kripan	Mujeres	2003	89
01019 Kripan	Mujeres	2002	87
01019 Kripan	Mujeres	2001	88
01019 Kripan	Mujeres	2000	89
01019 Kripan	Mujeres	1999	91
01019 Kripan	Mujeres	1998	91
01019 Kripan	Mujeres	1997	""
01019 Kripan	Mujeres	1996	96
01020 Kuartango	Total	2024	408
01020 Kuartango	Total	2023	401
01020 Kuartango	Total	2022	421
01020 Kuartango	Total	2021	396
01020 Kuartango	Total	2020	385
01020 Kuartango	Total	2019	376
01020 Kuartango	Total	2018	381
01020 Kuartango	Total	2017	372
01020 Kuartango	Total	2016	368
01020 Kuartango	Total	2015	362
01020 Kuartango	Total	2014	356
01020 Kuartango	Total	2013	357
01020 Kuartango	Total	2012	358
01020 Kuartango	Total	2011	351
01020 Kuartango	Total	2010	355
01020 Kuartango	Total	2009	357
01020 Kuartango	Total	2008	357
01020 Kuartango	Total	2007	358
01020 Kuartango	Total	2006	364
01020 Kuartango	Total	2005	356
01020 Kuartango	Total	2004	364
01020 Kuartango	Total	2003	367
01020 Kuartango	Total	2002	372
01020 Kuartango	Total	2001	375
01020 Kuartango	Total	2000	374
01020 Kuartango	Total	1999	372
01020 Kuartango	Total	1998	362
01020 Kuartango	Total	1997	""
01020 Kuartango	Total	1996	343
01020 Kuartango	Hombres	2024	229
01020 Kuartango	Hombres	2023	232
01020 Kuartango	Hombres	2022	241
01020 Kuartango	Hombres	2021	227
01020 Kuartango	Hombres	2020	224
01020 Kuartango	Hombres	2019	220
01020 Kuartango	Hombres	2018	222
01020 Kuartango	Hombres	2017	216
01020 Kuartango	Hombres	2016	212
01020 Kuartango	Hombres	2015	209
01020 Kuartango	Hombres	2014	204
01020 Kuartango	Hombres	2013	204
01020 Kuartango	Hombres	2012	207
01020 Kuartango	Hombres	2011	201
01020 Kuartango	Hombres	2010	202
01020 Kuartango	Hombres	2009	204
01020 Kuartango	Hombres	2008	204
01020 Kuartango	Hombres	2007	205
01020 Kuartango	Hombres	2006	209
01020 Kuartango	Hombres	2005	199
01020 Kuartango	Hombres	2004	205
01020 Kuartango	Hombres	2003	208
01020 Kuartango	Hombres	2002	206
01020 Kuartango	Hombres	2001	208
01020 Kuartango	Hombres	2000	211
01020 Kuartango	Hombres	1999	209
01020 Kuartango	Hombres	1998	203
01020 Kuartango	Hombres	1997	""
01020 Kuartango	Hombres	1996	195
01020 Kuartango	Mujeres	2024	179
01020 Kuartango	Mujeres	2023	169
01020 Kuartango	Mujeres	2022	180
01020 Kuartango	Mujeres	2021	169
01020 Kuartango	Mujeres	2020	161
01020 Kuartango	Mujeres	2019	156
01020 Kuartango	Mujeres	2018	159
01020 Kuartango	Mujeres	2017	156
01020 Kuartango	Mujeres	2016	156
01020 Kuartango	Mujeres	2015	153
01020 Kuartango	Mujeres	2014	152
01020 Kuartango	Mujeres	2013	153
01020 Kuartango	Mujeres	2012	151
01020 Kuartango	Mujeres	2011	150
01020 Kuartango	Mujeres	2010	153
01020 Kuartango	Mujeres	2009	153
01020 Kuartango	Mujeres	2008	153
01020 Kuartango	Mujeres	2007	153
01020 Kuartango	Mujeres	2006	155
01020 Kuartango	Mujeres	2005	157
01020 Kuartango	Mujeres	2004	159
01020 Kuartango	Mujeres	2003	159
01020 Kuartango	Mujeres	2002	166
01020 Kuartango	Mujeres	2001	167
01020 Kuartango	Mujeres	2000	163
01020 Kuartango	Mujeres	1999	163
01020 Kuartango	Mujeres	1998	159
01020 Kuartango	Mujeres	1997	""
01020 Kuartango	Mujeres	1996	148
01028 Labastida/Bastida	Total	2024	1.565
01028 Labastida/Bastida	Total	2023	1.566
01028 Labastida/Bastida	Total	2022	1.538
01028 Labastida/Bastida	Total	2021	1.532
01028 Labastida/Bastida	Total	2020	1.517
01028 Labastida/Bastida	Total	2019	1.452
01028 Labastida/Bastida	Total	2018	1.445
01028 Labastida/Bastida	Total	2017	1.454
01028 Labastida/Bastida	Total	2016	1.460
01028 Labastida/Bastida	Total	2015	1.471
01028 Labastida/Bastida	Total	2014	1.489
01028 Labastida/Bastida	Total	2013	1.476
01028 Labastida/Bastida	Total	2012	1.508
01028 Labastida/Bastida	Total	2011	1.470
01028 Labastida/Bastida	Total	2010	1.471
01028 Labastida/Bastida	Total	2009	1.494
01028 Labastida/Bastida	Total	2008	1.503
01028 Labastida/Bastida	Total	2007	1.475
01028 Labastida/Bastida	Total	2006	1.434
01028 Labastida/Bastida	Total	2005	1.391
01028 Labastida/Bastida	Total	2004	1.334
01028 Labastida/Bastida	Total	2003	1.302
01028 Labastida/Bastida	Total	2002	1.288
01028 Labastida/Bastida	Total	2001	1.275
01028 Labastida/Bastida	Total	2000	1.243
01028 Labastida/Bastida	Total	1999	1.195
01028 Labastida/Bastida	Total	1998	1.177
01028 Labastida/Bastida	Total	1997	""
01028 Labastida/Bastida	Total	1996	1.082
01028 Labastida/Bastida	Hombres	2024	800
01028 Labastida/Bastida	Hombres	2023	815
01028 Labastida/Bastida	Hombres	2022	787
01028 Labastida/Bastida	Hombres	2021	789
01028 Labastida/Bastida	Hombres	2020	779
01028 Labastida/Bastida	Hombres	2019	751
01028 Labastida/Bastida	Hombres	2018	759
01028 Labastida/Bastida	Hombres	2017	762
01028 Labastida/Bastida	Hombres	2016	756
01028 Labastida/Bastida	Hombres	2015	759
01028 Labastida/Bastida	Hombres	2014	772
01028 Labastida/Bastida	Hombres	2013	765
01028 Labastida/Bastida	Hombres	2012	784
01028 Labastida/Bastida	Hombres	2011	766
01028 Labastida/Bastida	Hombres	2010	780
01028 Labastida/Bastida	Hombres	2009	793
01028 Labastida/Bastida	Hombres	2008	803
01028 Labastida/Bastida	Hombres	2007	787
01028 Labastida/Bastida	Hombres	2006	770
01028 Labastida/Bastida	Hombres	2005	760
01028 Labastida/Bastida	Hombres	2004	719
01028 Labastida/Bastida	Hombres	2003	699
01028 Labastida/Bastida	Hombres	2002	696
01028 Labastida/Bastida	Hombres	2001	683
01028 Labastida/Bastida	Hombres	2000	665
01028 Labastida/Bastida	Hombres	1999	633
01028 Labastida/Bastida	Hombres	1998	627
01028 Labastida/Bastida	Hombres	1997	""
01028 Labastida/Bastida	Hombres	1996	573
01028 Labastida/Bastida	Mujeres	2024	765
01028 Labastida/Bastida	Mujeres	2023	751
01028 Labastida/Bastida	Mujeres	2022	751
01028 Labastida/Bastida	Mujeres	2021	743
01028 Labastida/Bastida	Mujeres	2020	738
01028 Labastida/Bastida	Mujeres	2019	701
01028 Labastida/Bastida	Mujeres	2018	686
01028 Labastida/Bastida	Mujeres	2017	692
01028 Labastida/Bastida	Mujeres	2016	704
01028 Labastida/Bastida	Mujeres	2015	712
01028 Labastida/Bastida	Mujeres	2014	717
01028 Labastida/Bastida	Mujeres	2013	711
01028 Labastida/Bastida	Mujeres	2012	724
01028 Labastida/Bastida	Mujeres	2011	704
01028 Labastida/Bastida	Mujeres	2010	691
01028 Labastida/Bastida	Mujeres	2009	701
01028 Labastida/Bastida	Mujeres	2008	700
01028 Labastida/Bastida	Mujeres	2007	688
01028 Labastida/Bastida	Mujeres	2006	664
01028 Labastida/Bastida	Mujeres	2005	631
01028 Labastida/Bastida	Mujeres	2004	615
01028 Labastida/Bastida	Mujeres	2003	603
01028 Labastida/Bastida	Mujeres	2002	592
01028 Labastida/Bastida	Mujeres	2001	592
01028 Labastida/Bastida	Mujeres	2000	578
01028 Labastida/Bastida	Mujeres	1999	562
01028 Labastida/Bastida	Mujeres	1998	550
01028 Labastida/Bastida	Mujeres	1997	""
01028 Labastida/Bastida	Mujeres	1996	509
01030 Lagrán	Total	2024	170
01030 Lagrán	Total	2023	172
01030 Lagrán	Total	2022	175
01030 Lagrán	Total	2021	171
01030 Lagrán	Total	2020	162
01030 Lagrán	Total	2019	157
01030 Lagrán	Total	2018	158
01030 Lagrán	Total	2017	166
01030 Lagrán	Total	2016	168
01030 Lagrán	Total	2015	163
01030 Lagrán	Total	2014	161
01030 Lagrán	Total	2013	170
01030 Lagrán	Total	2012	180
01030 Lagrán	Total	2011	184
01030 Lagrán	Total	2010	178
01030 Lagrán	Total	2009	186
01030 Lagrán	Total	2008	190
01030 Lagrán	Total	2007	194
01030 Lagrán	Total	2006	191
01030 Lagrán	Total	2005	192
01030 Lagrán	Total	2004	195
01030 Lagrán	Total	2003	191
01030 Lagrán	Total	2002	196
01030 Lagrán	Total	2001	199
01030 Lagrán	Total	2000	202
01030 Lagrán	Total	1999	197
01030 Lagrán	Total	1998	195
01030 Lagrán	Total	1997	""
01030 Lagrán	Total	1996	190
01030 Lagrán	Hombres	2024	96
01030 Lagrán	Hombres	2023	97
01030 Lagrán	Hombres	2022	100
01030 Lagrán	Hombres	2021	97
01030 Lagrán	Hombres	2020	90
01030 Lagrán	Hombres	2019	87
01030 Lagrán	Hombres	2018	88
01030 Lagrán	Hombres	2017	92
01030 Lagrán	Hombres	2016	92
01030 Lagrán	Hombres	2015	87
01030 Lagrán	Hombres	2014	83
01030 Lagrán	Hombres	2013	86
01030 Lagrán	Hombres	2012	92
01030 Lagrán	Hombres	2011	96
01030 Lagrán	Hombres	2010	92
01030 Lagrán	Hombres	2009	97
01030 Lagrán	Hombres	2008	100
01030 Lagrán	Hombres	2007	105
01030 Lagrán	Hombres	2006	105
01030 Lagrán	Hombres	2005	105
01030 Lagrán	Hombres	2004	107
01030 Lagrán	Hombres	2003	106
01030 Lagrán	Hombres	2002	107
01030 Lagrán	Hombres	2001	109
01030 Lagrán	Hombres	2000	107
01030 Lagrán	Hombres	1999	103
01030 Lagrán	Hombres	1998	105
01030 Lagrán	Hombres	1997	""
01030 Lagrán	Hombres	1996	101
01030 Lagrán	Mujeres	2024	74
01030 Lagrán	Mujeres	2023	75
01030 Lagrán	Mujeres	2022	75
01030 Lagrán	Mujeres	2021	74
01030 Lagrán	Mujeres	2020	72
01030 Lagrán	Mujeres	2019	70
01030 Lagrán	Mujeres	2018	70
01030 Lagrán	Mujeres	2017	74
01030 Lagrán	Mujeres	2016	76
01030 Lagrán	Mujeres	2015	76
01030 Lagrán	Mujeres	2014	78
01030 Lagrán	Mujeres	2013	84
01030 Lagrán	Mujeres	2012	88
01030 Lagrán	Mujeres	2011	88
01030 Lagrán	Mujeres	2010	86
01030 Lagrán	Mujeres	2009	89
01030 Lagrán	Mujeres	2008	90
01030 Lagrán	Mujeres	2007	89
01030 Lagrán	Mujeres	2006	86
01030 Lagrán	Mujeres	2005	87
01030 Lagrán	Mujeres	2004	88
01030 Lagrán	Mujeres	2003	85
01030 Lagrán	Mujeres	2002	89
01030 Lagrán	Mujeres	2001	90
01030 Lagrán	Mujeres	2000	95
01030 Lagrán	Mujeres	1999	94
01030 Lagrán	Mujeres	1998	90
01030 Lagrán	Mujeres	1997	""
01030 Lagrán	Mujeres	1996	89
01031 Laguardia	Total	2024	1.478
01031 Laguardia	Total	2023	1.472
01031 Laguardia	Total	2022	1.483
01031 Laguardia	Total	2021	1.464
01031 Laguardia	Total	2020	1.454
01031 Laguardia	Total	2019	1.494
01031 Laguardia	Total	2018	1.505
01031 Laguardia	Total	2017	1.474
01031 Laguardia	Total	2016	1.478
01031 Laguardia	Total	2015	1.520
01031 Laguardia	Total	2014	1.518
01031 Laguardia	Total	2013	1.528
01031 Laguardia	Total	2012	1.548
01031 Laguardia	Total	2011	1.546
01031 Laguardia	Total	2010	1.512
01031 Laguardia	Total	2009	1.510
01031 Laguardia	Total	2008	1.506
01031 Laguardia	Total	2007	1.484
01031 Laguardia	Total	2006	1.485
01031 Laguardia	Total	2005	1.483
01031 Laguardia	Total	2004	1.480
01031 Laguardia	Total	2003	1.463
01031 Laguardia	Total	2002	1.447
01031 Laguardia	Total	2001	1.416
01031 Laguardia	Total	2000	1.412
01031 Laguardia	Total	1999	1.409
01031 Laguardia	Total	1998	1.409
01031 Laguardia	Total	1997	""
01031 Laguardia	Total	1996	1.423
01031 Laguardia	Hombres	2024	790
01031 Laguardia	Hombres	2023	775
01031 Laguardia	Hombres	2022	771
01031 Laguardia	Hombres	2021	751
01031 Laguardia	Hombres	2020	750
01031 Laguardia	Hombres	2019	767
01031 Laguardia	Hombres	2018	776
01031 Laguardia	Hombres	2017	763
01031 Laguardia	Hombres	2016	766
01031 Laguardia	Hombres	2015	782
01031 Laguardia	Hombres	2014	790
01031 Laguardia	Hombres	2013	795
01031 Laguardia	Hombres	2012	799
01031 Laguardia	Hombres	2011	803
01031 Laguardia	Hombres	2010	778
01031 Laguardia	Hombres	2009	777
01031 Laguardia	Hombres	2008	778
01031 Laguardia	Hombres	2007	759
01031 Laguardia	Hombres	2006	779
01031 Laguardia	Hombres	2005	783
01031 Laguardia	Hombres	2004	774
01031 Laguardia	Hombres	2003	762
